BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN10751928,221,GCA_003676055.1,SRR8444783,Chloebia_gouldiae,PRJNA515277
SAMN10751929,222,GCA_003676055.1,SRR8444784,Chloebia_gouldiae,PRJNA515277
SAMN10751926,215,GCA_003676055.1,SRR8444785,Chloebia_gouldiae,PRJNA515277
SAMN10751927,216,GCA_003676055.1,SRR8444786,Chloebia_gouldiae,PRJNA515277
SAMN10751907,29,GCA_003676055.1,SRR8444787,Chloebia_gouldiae,PRJNA515277
SAMN10751906,23,GCA_003676055.1,SRR8444788,Chloebia_gouldiae,PRJNA515277
SAMN10751909,91,GCA_003676055.1,SRR8444789,Chloebia_gouldiae,PRJNA515277
SAMN10751908,61,GCA_003676055.1,SRR8444790,Chloebia_gouldiae,PRJNA515277
SAMN10751911,131,GCA_003676055.1,SRR8444791,Chloebia_gouldiae,PRJNA515277
SAMN10751910,114,GCA_003676055.1,SRR8444792,Chloebia_gouldiae,PRJNA515277
SAMN10751913,133,GCA_003676055.1,SRR8444793,Chloebia_gouldiae,PRJNA515277
SAMN10751912,132,GCA_003676055.1,SRR8444794,Chloebia_gouldiae,PRJNA515277
SAMN10751915,138,GCA_003676055.1,SRR8444795,Chloebia_gouldiae,PRJNA515277
SAMN10751914,137,GCA_003676055.1,SRR8444796,Chloebia_gouldiae,PRJNA515277
SAMN10751925,212,GCA_003676055.1,SRR8444797,Chloebia_gouldiae,PRJNA515277
SAMN10751924,207,GCA_003676055.1,SRR8444798,Chloebia_gouldiae,PRJNA515277
SAMN10751919,185,GCA_003676055.1,SRR8444799,Chloebia_gouldiae,PRJNA515277
SAMN10751918,179,GCA_003676055.1,SRR8444800,Chloebia_gouldiae,PRJNA515277
SAMN10751917,170,GCA_003676055.1,SRR8444801,Chloebia_gouldiae,PRJNA515277
SAMN10751916,139,GCA_003676055.1,SRR8444802,Chloebia_gouldiae,PRJNA515277
SAMN10751923,206,GCA_003676055.1,SRR8444803,Chloebia_gouldiae,PRJNA515277
SAMN10751922,202,GCA_003676055.1,SRR8444804,Chloebia_gouldiae,PRJNA515277
SAMN10751921,196,GCA_003676055.1,SRR8444805,Chloebia_gouldiae,PRJNA515277
SAMN10751920,187,GCA_003676055.1,SRR8444806,Chloebia_gouldiae,PRJNA515277
