BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Strain	Breed	Cultivar	use_species
PRJNA612146	SRR12601719	WGS	300	7499261400	SAMN14363413	2910803453	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085673	Illumina HiSeq 4000	335	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_19	SRP280296	Model organism or animal	missing	muscle-335	Not applicable	missing	missing-335	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-335	0
PRJNA612146	SRR12601722	WGS	300	11029788600	SAMN14363410	4494514408	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085670	Illumina HiSeq 4000	332	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_15	SRP280296	Model organism or animal	missing	muscle-332	Not applicable	missing	missing-332	Lingshui\, Hainan Province	Not applicable	Not applicable	Not applicable-332	0
PRJNA612146	SRR12601762	WGS	300	10617957300	SAMN14363407	4028063686	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085630	Illumina HiSeq 4000	329	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_12	SRP280296	Model organism or animal	missing	muscle-329	Not applicable	missing	missing-329	Lingshui\, Hainan Province	Not applicable	Not applicable	Not applicable-329	0
PRJNA612146	SRR12601763	WGS	300	5584762200	SAMN14363406	2139765759	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085629	Illumina HiSeq 4000	328	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_11	SRP280296	Model organism or animal	missing	muscle-328	Not applicable	missing	missing-328	Lingshui\, Hainan Province	Not applicable	Not applicable	Not applicable-328	0
PRJNA612146	SRR12601766	WGS	300	10192568400	SAMN14363403	3942464924	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085626	Illumina HiSeq 4000	325	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_8	SRP280296	Model organism or animal	missing	muscle-325	Not applicable	missing	missing-325	Lingshui\, Hainan Province	Not applicable	Not applicable	Not applicable-325	0
PRJNA612146	SRR12601768	WGS	300	7135668900	SAMN14363401	2819089861	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085624	Illumina HiSeq 4000	323	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_6	SRP280296	Model organism or animal	missing	muscle-323	Not applicable	missing	missing-323	Lingshui\, Hainan Province	Not applicable	Not applicable	Not applicable-323	0
PRJNA612146	SRR12601773	WGS	300	9015974400	SAMN14363397	3487057650	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085619	Illumina HiSeq 4000	319	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_2	SRP280296	Model organism or animal	missing	muscle-319	Not applicable	missing	missing-319	Dongshan\, Fujian Province	Not applicable	Not applicable	Not applicable-319	0
PRJNA612146	SRR12601717	WGS	300	6799177500	SAMN14363415	2637603332	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085675	Illumina HiSeq 4000	337	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_24	SRP280296	Model organism or animal	missing	muscle-337	Not applicable	missing	missing-337	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-337	0
PRJNA612146	SRR12601718	WGS	300	9866972400	SAMN14363414	3761822385	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085674	Illumina HiSeq 4000	336	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_20	SRP280296	Model organism or animal	missing	muscle-336	Not applicable	missing	missing-336	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-336	0
PRJNA612146	SRR12601720	WGS	300	10010550600	SAMN14363412	3808210232	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085672	Illumina HiSeq 4000	334	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_18	SRP280296	Model organism or animal	missing	muscle-334	Not applicable	missing	missing-334	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-334	0
